DLY_Country,DLY_PORT,POR_Country,POR_PORT,YYYYMM,TEU_BSA (Actual),team,teu
AE,AJM,CN,LUU,202601,,OBT,0.0
AE,AJM,CN,SHK,202601,,OBT,0.0
AE,AJM,HK,HKG,202601,20,OBT,20.0
AE,JEA,CN,DCB,202601,36,OBT,36.0
AE,JEA,CN,DLC,202601,78,OBT,78.0
AE,JEA,CN,DMY,202601,,OBT,0.0
AE,JEA,CN,LYG,202601,,OBT,0.0
AE,JEA,CN,NBO,202601,"1,048",OBT,1048.0
AE,JEA,CN,NKG,202601,45,OBT,45.0
AE,JEA,CN,NTG,202601,,OBT,0.0
AE,JEA,CN,SHA,202601,937,OBT,937.0
AE,JEA,CN,SHK,202601,388,OBT,388.0
AE,JEA,CN,TAO,202601,477,OBT,477.0
AE,JEA,CN,XGG,202601,94,OBT,94.0
AE,JEA,CN,XMN,202601,314,OBT,314.0
AE,JEA,EG,SKN,202601,446,OBT,446.0
AE,JEA,HK,HKG,202601,20,OBT,20.0
AE,JEA,ID,BTM,202601,,OBT,0.0
AE,JEA,ID,JKT,202601,167,OBT,167.0
AE,JEA,ID,PLM,202601,,OBT,0.0
AE,JEA,ID,SUB,202601,120,OBT,120.0
AE,JEA,IN,CCU,202601,,OBT,0.0
AE,JEA,IN,DRI,202601,,OBT,0.0
AE,JEA,IN,GHR,202601,,OBT,0.0
AE,JEA,IN,MML,202601,,OBT,0.0
AE,JEA,IN,MOB,202601,,OBT,0.0
AE,JEA,IN,MPR,202601,,OBT,0.0
AE,JEA,IN,MUN,202601,375,OBT,375.0
AE,JEA,IN,NSA,202601,384,OBT,384.0
AE,JEA,IN,PPG,202601,,OBT,0.0
AE,JEA,IN,PTI,202601,,OBT,0.0
AE,JEA,IN,THI,202601,,OBT,0.0
AE,JEA,IN,TKD,202601,,OBT,0.0
AE,JEA,JO,AQJ,202601,60,OBT,60.0
AE,JEA,MY,PEN,202601,28,OBT,28.0
AE,JEA,MY,PKW,202601,168,OBT,168.0
AE,JEA,SA,JED,202601,160,OBT,160.0
AE,JEA,SG,SIN,202601,25,OBT,25.0
AE,JEA,TH,LCH,202601,394,OBT,394.0
AE,JEA,TH,LKB,202601,,OBT,0.0
AE,JEA,VN,CMP,202601,170,OBT,170.0
AE,JEA,VN,SGN,202601,,OBT,0.0
AE,KLF,CN,CKG,202601,,OBT,0.0
AE,KLF,CN,QZH,202601,,OBT,0.0
AE,KLF,CN,XGG,202601,,OBT,0.0
AE,KLF,CN,ZAP,202601,,OBT,0.0
AE,KLF,HK,HKG,202601,,OBT,0.0
AE,KLF,TH,LKB,202601,,OBT,0.0
AE,KLF,VN,SGN,202601,,OBT,0.0
AE,RAK,CN,SHK,202601,,OBT,0.0
AE,RAK,CN,XMN,202601,,OBT,0.0
AE,SHJ,CN,DCB,202601,,OBT,0.0
AE,SHJ,CN,QZH,202601,,OBT,0.0
AE,SHJ,CN,SHK,202601,,OBT,0.0
AE,SHJ,HK,HKG,202601,20,OBT,20.0
AE,SHJ,JO,AQJ,202601,,OBT,0.0
BH,KSP,AE,JEA,202601,,OBT,0.0
BH,KSP,CN,DCB,202601,23,OBT,23.0
BH,KSP,CN,SHA,202601,,OBT,0.0
BH,KSP,CN,TAO,202601,43,OBT,43.0
BH,KSP,CN,XGG,202601,4,OBT,4.0
BH,KSP,CN,XMN,202601,78,OBT,78.0
BH,KSP,EG,SKN,202601,,OBT,0.0
BH,KSP,JO,AQJ,202601,,OBT,0.0
BH,KSP,MY,PKW,202601,18,OBT,18.0
BH,KSP,SA,DMM,202601,0,OBT,0.0
CN,BJO,TH,LCH,202601,4,OBT,4.0
CN,CAN,ID,JKT,202601,15,OBT,15.0
CN,CGS,TH,BKK,202601,25,OBT,25.0
CN,CGS,TH,LCH,202601,38,OBT,38.0
CN,CKG,HK,HKG,202601,,OBT,0.0
CN,CKG,ID,JKT,202601,,OBT,0.0
CN,CKG,ID,SUB,202601,,OBT,0.0
CN,CKG,MY,PEN,202601,6,OBT,6.0
CN,DLC,AE,JEA,202601,139,OBT,139.0
CN,DLC,CN,NNS,202601,0,OBT,0.0
CN,DLC,HK,HKG,202601,,OBT,0.0
CN,DLC,ID,JKT,202601,30,OBT,30.0
CN,DLC,IN,DRI,202601,,OBT,0.0
CN,DLC,IN,MAA,202601,70,OBT,70.0
CN,DLC,IN,MUN,202601,,OBT,0.0
CN,DLC,IN,NSA,202601,7,OBT,7.0
CN,DLC,MY,PEN,202601,24,OBT,24.0
CN,DLC,MY,PGU,202601,10,OBT,10.0
CN,DLC,MY,PKG,202601,,OBT,0.0
CN,DLC,SG,SIN,202601,36,OBT,36.0
CN,DLC,TH,BKK,202601,13,OBT,13.0
CN,DLC,TH,LCH,202601,41,OBT,41.0
CN,DLC,VN,HPH,202601,,OBT,0.0
CN,DLC,VN,SGN,202601,257,OBT,257.0
CN,DMY,AE,JEA,202601,,OBT,0.0
CN,DMY,MY,PKW,202601,,OBT,0.0
CN,DMY,TH,LCH,202601,,OBT,0.0
CN,FAN,ID,JKT,202601,4,OBT,4.0
CN,FOC,ID,SUB,202601,4,OBT,4.0
CN,FOC,PH,MIP,202601,,OBT,0.0
CN,FOC,TH,LCH,202601,100,OBT,100.0
CN,FQG,ID,JKT,202601,,OBT,0.0
CN,FQG,VN,HPH,202601,85,OBT,85.0
CN,GGL,IN,MUN,202601,,OBT,0.0
CN,GOM,MY,PKG,202601,9,OBT,9.0
CN,GOM,TH,BKK,202601,,OBT,0.0
CN,GOM,TH,LCH,202601,,OBT,0.0
CN,HAK,IN,HZR,202601,,OBT,0.0
CN,HAK,MY,PGU,202601,,OBT,0.0
CN,HSN,VN,SGN,202601,6,OBT,6.0
CN,HUA,ID,JKT,202601,34,OBT,34.0
CN,HUA,ID,SUB,202601,34,OBT,34.0
CN,HUA,IN,DRI,202601,,OBT,0.0
CN,HUA,IN,MML,202601,,OBT,0.0
CN,HUA,IN,MUN,202601,20,OBT,20.0
CN,HUA,IN,NSA,202601,3,OBT,3.0
CN,HUA,MY,PEN,202601,,OBT,0.0
CN,HUA,MY,PGU,202601,,OBT,0.0
CN,HUA,MY,PKG,202601,,OBT,0.0
CN,HUA,PH,MIP,202601,,OBT,0.0
CN,HUA,PK,KHI,202601,,OBT,0.0
CN,HUA,TH,BKK,202601,79,OBT,79.0
CN,HUA,TH,LCH,202601,212,OBT,212.0
CN,HUA,VN,HPH,202601,180,OBT,180.0
CN,HUA,VN,SGN,202601,152,OBT,152.0
CN,HUD,ID,JKT,202601,2,OBT,2.0
CN,HUD,MY,PKG,202601,20,OBT,20.0
CN,HUD,TH,LCH,202601,,OBT,0.0
CN,JAX,ID,PJG,202601,3,OBT,3.0
CN,JAX,IN,AMD,202601,,OBT,0.0
CN,JIU,TH,BKK,202601,,OBT,0.0
CN,JIU,TH,LCH,202601,,OBT,0.0
CN,JIU,VN,SGN,202601,6,OBT,6.0
CN,JJG,MY,PEN,202601,31,OBT,31.0
CN,JJG,TZ,DAR,202601,,OBT,0.0
CN,JMN,MY,PEN,202601,0,OBT,0.0
CN,JMN,TH,LCH,202601,8,OBT,8.0
CN,JMN,VN,SGN,202601,,OBT,0.0
CN,LIH,IN,AMD,202601,,OBT,0.0
CN,LIH,MY,PKG,202601,10,OBT,10.0
CN,LIH,TH,BKK,202601,,OBT,0.0
CN,LIH,TH,LCH,202601,,OBT,0.0
CN,LIH,VN,SGN,202601,,OBT,0.0
CN,LUU,TH,BKK,202601,20,OBT,20.0
CN,LUU,TH,LCH,202601,24,OBT,24.0
CN,LUU,VN,SGN,202601,,OBT,0.0
CN,LYG,HK,HKG,202601,12,OBT,12.0
CN,LYG,ID,JKT,202601,13,OBT,13.0
CN,LYG,ID,SRG,202601,,OBT,0.0
CN,LYG,ID,SUB,202601,,OBT,0.0
CN,LYG,IN,HZR,202601,,OBT,0.0
CN,LYG,IN,MAA,202601,12,OBT,12.0
CN,LYG,IN,MUN,202601,106,OBT,106.0
CN,LYG,IN,NSA,202601,3,OBT,3.0
CN,LYG,IN,PWL,202601,,OBT,0.0
CN,LYG,MY,PEN,202601,,OBT,0.0
CN,LYG,MY,PKG,202601,,OBT,0.0
CN,LYG,PH,MIP,202601,50,OBT,50.0
CN,LYG,SA,DMM,202601,57,OBT,57.0
CN,LYG,SG,SIN,202601,,OBT,0.0
CN,LYG,TH,BKK,202601,,OBT,0.0
CN,LYG,TH,LCH,202601,,OBT,0.0
CN,LYG,VN,SGN,202601,145,OBT,145.0
CN,MAC,TH,BKK,202601,3,OBT,3.0
CN,MAC,TH,LCH,202601,,OBT,0.0
CN,MAC,VN,SGN,202601,,OBT,0.0
CN,MFG,TH,LCH,202601,,OBT,0.0
CN,NBO,AE,AJM,202601,,OBT,0.0
CN,NBO,AE,JEA,202601,114,OBT,114.0
CN,NBO,BH,KSP,202601,,OBT,0.0
CN,NBO,HK,HKG,202601,40,OBT,40.0
CN,NBO,ID,JKT,202601,14,OBT,14.0
CN,NBO,ID,SUB,202601,2,OBT,2.0
CN,NBO,IN,BDM,202601,,OBT,0.0
CN,NBO,IN,HZR,202601,,OBT,0.0
CN,NBO,IN,KKU,202601,,OBT,0.0
CN,NBO,IN,LDH,202601,42,OBT,42.0
CN,NBO,IN,MAA,202601,,OBT,0.0
CN,NBO,IN,MUN,202601,182,OBT,182.0
CN,NBO,IN,NSA,202601,197,OBT,197.0
CN,NBO,IN,PGH,202601,42,OBT,42.0
CN,NBO,IN,TKD,202601,,OBT,0.0
CN,NBO,IN,TUT,202601,,OBT,0.0
CN,NBO,KE,MBA,202601,24,OBT,24.0
CN,NBO,MY,PEN,202601,25,OBT,25.0
CN,NBO,MY,PKG,202601,11,OBT,11.0
CN,NBO,MY,PKW,202601,168,OBT,168.0
CN,NBO,OM,SOH,202601,37,OBT,37.0
CN,NBO,PK,KHI,202601,47,OBT,47.0
CN,NBO,SA,DMM,202601,81,OBT,81.0
CN,NBO,SA,JED,202601,,OBT,0.0
CN,NBO,SG,SIN,202601,30,OBT,30.0
CN,NBO,TH,BKK,202601,48,OBT,48.0
CN,NBO,TH,LCH,202601,223,OBT,223.0
CN,NBO,TZ,DAR,202601,84,OBT,84.0
CN,NGG,TH,LCH,202601,24,OBT,24.0
CN,NKG,MY,PEN,202601,0,OBT,0.0
CN,NKG,MY,PGU,202601,,OBT,0.0
CN,NKG,TH,BKK,202601,16,OBT,16.0
CN,NKG,VN,SGN,202601,,OBT,0.0
CN,NNS,AE,JEA,202601,,OBT,0.0
CN,NNS,HK,HKG,202601,,OBT,0.0
CN,NNS,ID,JKT,202601,,OBT,0.0
CN,NNS,ID,SRG,202601,0,OBT,0.0
CN,NNS,ID,SUB,202601,42,OBT,42.0
CN,NNS,IN,LDH,202601,,OBT,0.0
CN,NNS,IN,NSA,202601,,OBT,0.0
CN,NNS,KE,MBA,202601,16,OBT,16.0
CN,NNS,MY,PEN,202601,,OBT,0.0
CN,NNS,MY,PKG,202601,,OBT,0.0
CN,NNS,MY,PKW,202601,23,OBT,23.0
CN,NNS,SG,SIN,202601,0,OBT,0.0
CN,NNS,TH,BKK,202601,168,OBT,168.0
CN,NNS,TH,LCH,202601,160,OBT,160.0
CN,NNS,TH,LKB,202601,,OBT,0.0
CN,NNS,TZ,DAR,202601,74,OBT,74.0
CN,NNS,VN,SGN,202601,,OBT,0.0
CN,NSN,ID,JKT,202601,,OBT,0.0
CN,NSN,IN,KKU,202601,,OBT,0.0
CN,NSN,TH,BKK,202601,20,OBT,20.0
CN,NSN,VN,SGN,202601,,OBT,0.0
CN,NTG,ID,JKT,202601,1,OBT,1.0
CN,NTG,IN,TUT,202601,,OBT,0.0
CN,NTG,MY,PEN,202601,0,OBT,0.0
CN,NTG,TH,LCH,202601,12,OBT,12.0
CN,QZH,ID,SUB,202601,2,OBT,2.0
CN,QZH,MY,PEN,202601,8,OBT,8.0
CN,ROQ,MY,PEN,202601,126,OBT,126.0
CN,ROQ,TH,LCH,202601,12,OBT,12.0
CN,SBU,VN,SGN,202601,,OBT,0.0
CN,SHA,AE,JEA,202601,118,OBT,118.0
CN,SHA,HK,HKG,202601,129,OBT,129.0
CN,SHA,ID,BLW,202601,,OBT,0.0
CN,SHA,ID,JKT,202601,112,OBT,112.0
CN,SHA,ID,PJG,202601,,OBT,0.0
CN,SHA,ID,PLM,202601,23,OBT,23.0
CN,SHA,ID,SUB,202601,88,OBT,88.0
CN,SHA,IN,AMD,202601,,OBT,0.0
CN,SHA,IN,ANK,202601,,OBT,0.0
CN,SHA,IN,DRI,202601,,OBT,0.0
CN,SHA,IN,GHR,202601,,OBT,0.0
CN,SHA,IN,HDB,202601,,OBT,0.0
CN,SHA,IN,HZR,202601,136,OBT,136.0
CN,SHA,IN,KTP,202601,88,OBT,88.0
CN,SHA,IN,KTW,202601,,OBT,0.0
CN,SHA,IN,LDH,202601,,OBT,0.0
CN,SHA,IN,MAA,202601,71,OBT,71.0
CN,SHA,IN,MOB,202601,,OBT,0.0
CN,SHA,IN,MUN,202601,328,OBT,328.0
CN,SHA,IN,NSA,202601,137,OBT,137.0
CN,SHA,IN,PTI,202601,,OBT,0.0
CN,SHA,IN,TKD,202601,,OBT,0.0
CN,SHA,IN,TUT,202601,60,OBT,60.0
CN,SHA,IN,UME,202601,,OBT,0.0
CN,SHA,IN,VTZ,202601,5,OBT,5.0
CN,SHA,JO,AQJ,202601,,OBT,0.0
CN,SHA,KE,MBA,202601,32,OBT,32.0
CN,SHA,LK,CMB,202601,6,OBT,6.0
CN,SHA,MX,ZLO,202601,135,OBT,135.0
CN,SHA,MY,PEN,202601,65,OBT,65.0
CN,SHA,MY,PGU,202601,10,OBT,10.0
CN,SHA,MY,PKG,202601,315,OBT,315.0
CN,SHA,MY,PKW,202601,219,OBT,219.0
CN,SHA,OM,SOH,202601,37,OBT,37.0
CN,SHA,PK,KHI,202601,34,OBT,34.0
CN,SHA,SG,SIN,202601,5,OBT,5.0
CN,SHA,TH,BKK,202601,188,OBT,188.0
CN,SHA,TH,LCH,202601,693,OBT,693.0
CN,SHA,TH,LKB,202601,91,OBT,91.0
CN,SHA,TZ,DAR,202601,84,OBT,84.0
CN,SHA,VN,HPH,202601,66,OBT,66.0
CN,SHA,VN,SGN,202601,465,OBT,465.0
CN,SHK,AE,JEA,202601,,OBT,0.0
CN,SHK,HK,HKG,202601,0,OBT,0.0
CN,SHK,ID,DUM,202601,30,OBT,30.0
CN,SHK,ID,JKT,202601,200,OBT,200.0
CN,SHK,ID,PDG,202601,3,OBT,3.0
CN,SHK,ID,PLM,202601,,OBT,0.0
CN,SHK,ID,SRG,202601,0,OBT,0.0
CN,SHK,ID,SUB,202601,3,OBT,3.0
CN,SHK,IN,AMD,202601,,OBT,0.0
CN,SHK,IN,MAA,202601,,OBT,0.0
CN,SHK,IN,MUN,202601,,OBT,0.0
CN,SHK,IN,NSA,202601,,OBT,0.0
CN,SHK,IN,TKD,202601,,OBT,0.0
CN,SHK,MY,PEN,202601,15,OBT,15.0
CN,SHK,MY,PGU,202601,18,OBT,18.0
CN,SHK,MY,PKG,202601,105,OBT,105.0
CN,SHK,MY,PKW,202601,164,OBT,164.0
CN,SHK,OM,SOH,202601,,OBT,0.0
CN,SHK,PH,MIP,202601,91,OBT,91.0
CN,SHK,SG,SIN,202601,42,OBT,42.0
CN,SHK,TH,BKK,202601,245,OBT,245.0
CN,SHK,TH,LCH,202601,687,OBT,687.0
CN,SHK,US,LGB,202601,,OBT,0.0
CN,SHK,VN,HPH,202601,236,OBT,236.0
CN,SHK,VN,SGN,202601,"1,152",OBT,1152.0
CN,SJQ,ID,JKT,202601,2,OBT,2.0
CN,SJQ,MY,PKG,202601,20,OBT,20.0
CN,SJQ,TH,BKK,202601,,OBT,0.0
CN,SJQ,TH,LCH,202601,,OBT,0.0
CN,SNR,ID,SUB,202601,3,OBT,3.0
CN,SSN,AE,JEA,202601,,OBT,0.0
CN,SSN,ID,JKT,202601,2,OBT,2.0
CN,SSN,ID,SUB,202601,,OBT,0.0
CN,SSN,IN,AMD,202601,,OBT,0.0
CN,SSN,MY,PKG,202601,29,OBT,29.0
CN,SSN,TH,BKK,202601,,OBT,0.0
CN,SSN,TH,LCH,202601,,OBT,0.0
CN,STN,ID,JKT,202601,,OBT,0.0
CN,STN,ID,SUB,202601,2,OBT,2.0
CN,STN,MY,PKG,202601,,OBT,0.0
CN,STN,TH,LCH,202601,,OBT,0.0
CN,STN,VN,SGN,202601,3,OBT,3.0
CN,SWA,ID,JKT,202601,8,OBT,8.0
CN,SWA,MY,PKG,202601,,OBT,0.0
CN,SWA,MY,PKW,202601,,OBT,0.0
CN,SWA,TH,BKK,202601,100,OBT,100.0
CN,SWA,VN,HPH,202601,27,OBT,27.0
CN,SWA,VN,SGN,202601,,OBT,0.0
CN,TAO,AE,JEA,202601,40,OBT,40.0
CN,TAO,BH,KSP,202601,57,OBT,57.0
CN,TAO,CN,NNS,202601,0,OBT,0.0
CN,TAO,EG,SKN,202601,,OBT,0.0
CN,TAO,HK,HKG,202601,7,OBT,7.0
CN,TAO,ID,BLW,202601,,OBT,0.0
CN,TAO,ID,JKT,202601,195,OBT,195.0
CN,TAO,ID,PDG,202601,,OBT,0.0
CN,TAO,ID,PLM,202601,,OBT,0.0
CN,TAO,ID,PNK,202601,,OBT,0.0
CN,TAO,ID,SUB,202601,31,OBT,31.0
CN,TAO,IN,AMD,202601,,OBT,0.0
CN,TAO,IN,ANK,202601,,OBT,0.0
CN,TAO,IN,ATL,202601,,OBT,0.0
CN,TAO,IN,BDM,202601,,OBT,0.0
CN,TAO,IN,DRI,202601,,OBT,0.0
CN,TAO,IN,GHR,202601,,OBT,0.0
CN,TAO,IN,HZR,202601,,OBT,0.0
CN,TAO,IN,KKU,202601,,OBT,0.0
CN,TAO,IN,KTP,202601,132,OBT,132.0
CN,TAO,IN,LDH,202601,,OBT,0.0
CN,TAO,IN,MAA,202601,429,OBT,429.0
CN,TAO,IN,MUN,202601,312,OBT,312.0
CN,TAO,IN,NSA,202601,212,OBT,212.0
CN,TAO,IN,TKD,202601,,OBT,0.0
CN,TAO,IN,UME,202601,,OBT,0.0
CN,TAO,IN,VRM,202601,,OBT,0.0
CN,TAO,IN,VTZ,202601,113,OBT,113.0
CN,TAO,KE,MBA,202601,24,OBT,24.0
CN,TAO,MX,ZLO,202601,102,OBT,102.0
CN,TAO,MY,PEN,202601,12,OBT,12.0
CN,TAO,MY,PGU,202601,22,OBT,22.0
CN,TAO,MY,PKG,202601,175,OBT,175.0
CN,TAO,MY,PKW,202601,143,OBT,143.0
CN,TAO,PH,MIP,202601,30,OBT,30.0
CN,TAO,PK,KHI,202601,120,OBT,120.0
CN,TAO,SA,DMM,202601,69,OBT,69.0
CN,TAO,SG,SIN,202601,53,OBT,53.0
CN,TAO,TH,BKK,202601,191,OBT,191.0
CN,TAO,TH,LCH,202601,351,OBT,351.0
CN,TAO,TH,LKB,202601,,OBT,0.0
CN,TAO,TW,KHH,202601,0,OBT,0.0
CN,TAO,TZ,DAR,202601,74,OBT,74.0
CN,TAO,VN,HPH,202601,,OBT,0.0
CN,TAO,VN,SGN,202601,45,OBT,45.0
CN,TCG,SG,SIN,202601,,OBT,0.0
CN,TPN,TH,LCH,202601,,OBT,0.0
CN,WEI,IN,MUN,202601,,OBT,0.0
CN,WHI,MY,PEN,202601,15,OBT,15.0
CN,WHI,MY,PKW,202601,,OBT,0.0
CN,WUH,ID,JKT,202601,,OBT,0.0
CN,WUH,TH,LCH,202601,30,OBT,30.0
CN,WUH,VN,SGN,202601,12,OBT,12.0
CN,WUZ,AE,JEA,202601,,OBT,0.0
CN,WUZ,ID,JKT,202601,,OBT,0.0
CN,WUZ,ID,SUB,202601,2,OBT,2.0
CN,WUZ,MY,PEN,202601,,OBT,0.0
CN,WUZ,MY,PKG,202601,0,OBT,0.0
CN,XGG,AE,JEA,202601,,OBT,0.0
CN,XGG,CN,SHA,202601,0,OBT,0.0
CN,XGG,HK,HKG,202601,,OBT,0.0
CN,XGG,ID,JKT,202601,97,OBT,97.0
CN,XGG,ID,SUB,202601,2,OBT,2.0
CN,XGG,IN,AMD,202601,,OBT,0.0
CN,XGG,IN,ANK,202601,,OBT,0.0
CN,XGG,IN,KTP,202601,,OBT,0.0
CN,XGG,IN,MAA,202601,0,OBT,0.0
CN,XGG,IN,MUN,202601,123,OBT,123.0
CN,XGG,IN,NSA,202601,30,OBT,30.0
CN,XGG,IN,PTI,202601,,OBT,0.0
CN,XGG,IN,TUT,202601,,OBT,0.0
CN,XGG,IN,VRM,202601,,OBT,0.0
CN,XGG,MX,ZLO,202601,48,OBT,48.0
CN,XGG,MY,PEN,202601,5,OBT,5.0
CN,XGG,MY,PGU,202601,33,OBT,33.0
CN,XGG,MY,PKG,202601,110,OBT,110.0
CN,XGG,MY,PKW,202601,63,OBT,63.0
CN,XGG,PK,KHI,202601,,OBT,0.0
CN,XGG,SA,DMM,202601,,OBT,0.0
CN,XGG,SG,SIN,202601,39,OBT,39.0
CN,XGG,TH,BKK,202601,307,OBT,307.0
CN,XGG,TH,LCH,202601,119,OBT,119.0
CN,XGG,VN,HPH,202601,,OBT,0.0
CN,XGG,VN,SGN,202601,48,OBT,48.0
CN,XIN,ID,JKT,202601,,OBT,0.0
CN,XMN,AE,JEA,202601,0,OBT,0.0
CN,XMN,BH,KSP,202601,11,OBT,11.0
CN,XMN,HK,HKG,202601,121,OBT,121.0
CN,XMN,ID,BLW,202601,,OBT,0.0
CN,XMN,ID,JKT,202601,2,OBT,2.0
CN,XMN,ID,SUB,202601,2,OBT,2.0
CN,XMN,IN,BDM,202601,,OBT,0.0
CN,XMN,IN,MUN,202601,,OBT,0.0
CN,XMN,IN,TUT,202601,,OBT,0.0
CN,XMN,MY,PEN,202601,,OBT,0.0
CN,XMN,MY,PKG,202601,,OBT,0.0
CN,XMN,OM,SOH,202601,,OBT,0.0
CN,XMN,SA,DMM,202601,90,OBT,90.0
CN,XMN,TH,BKK,202601,111,OBT,111.0
CN,XMN,TH,LCH,202601,149,OBT,149.0
CN,XMN,VN,HPH,202601,140,OBT,140.0
CN,XMN,VN,SGN,202601,,OBT,0.0
CN,YAN,IN,MUN,202601,,OBT,0.0
CN,YAN,TH,LCH,202601,105,OBT,105.0
CN,YPG,SG,SIN,202601,,OBT,0.0
CN,YTN,ID,JKT,202601,3,OBT,3.0
CN,YTN,ID,SUB,202601,6,OBT,6.0
CN,YTN,IN,LDH,202601,,OBT,0.0
CN,YTN,MY,PEN,202601,12,OBT,12.0
CN,YTN,MY,PKG,202601,,OBT,0.0
CN,YTN,MY,PKW,202601,,OBT,0.0
CN,YTN,TH,BKK,202601,16,OBT,16.0
CN,YTN,TH,LCH,202601,24,OBT,24.0
CN,YZH,VN,SGN,202601,41,OBT,41.0
CN,ZHA,MY,PKG,202601,,OBT,0.0
CN,ZHE,ID,JKT,202601,1,OBT,1.0
CN,ZHE,IN,AMD,202601,,OBT,0.0
CN,ZJG,ID,JKT,202601,1,OBT,1.0
CN,ZJG,ID,SUB,202601,1,OBT,1.0
CN,ZJG,IN,HZR,202601,2,OBT,2.0
CN,ZJG,IN,NSA,202601,,OBT,0.0
CN,ZJG,MY,PKG,202601,0,OBT,0.0
CN,ZQG,ID,SUB,202601,2,OBT,2.0
CN,ZSN,TH,BKK,202601,8,OBT,8.0
CN,ZSN,TH,LCH,202601,8,OBT,8.0
CN,ZSN,VN,SGN,202601,,OBT,0.0
EG,SKN,AE,JEA,202601,,OBT,0.0
EG,SKN,CN,NBO,202601,,OBT,0.0
EG,SKN,CN,NNS,202601,,OBT,0.0
EG,SKN,CN,QZH,202601,,OBT,0.0
EG,SKN,CN,SHA,202601,,OBT,0.0
EG,SKN,CN,SHK,202601,,OBT,0.0
EG,SKN,CN,SJQ,202601,,OBT,0.0
EG,SKN,CN,TAO,202601,,OBT,0.0
EG,SKN,CN,XGG,202601,,OBT,0.0
EG,SKN,CN,XMN,202601,,OBT,0.0
EG,SKN,HK,HKG,202601,,OBT,0.0
EG,SKN,ID,JKT,202601,,OBT,0.0
EG,SKN,ID,PLM,202601,,OBT,0.0
EG,SKN,ID,SRG,202601,,OBT,0.0
EG,SKN,SA,JED,202601,290,OBT,290.0
EG,SKN,TH,LCH,202601,,OBT,0.0
EG,SKN,VN,SGN,202601,,OBT,0.0
HK,HKG,AE,JEA,202601,,OBT,0.0
HK,HKG,BH,KSP,202601,,OBT,0.0
HK,HKG,CN,SHA,202601,236,OBT,236.0
HK,HKG,CN,TAO,202601,0,OBT,0.0
HK,HKG,CN,TOL,202601,58,OBT,58.0
HK,HKG,EG,SKN,202601,,OBT,0.0
HK,HKG,ID,JKT,202601,655,OBT,655.0
HK,HKG,ID,SRG,202601,30,OBT,30.0
HK,HKG,ID,SUB,202601,137,OBT,137.0
HK,HKG,IN,AMD,202601,,OBT,0.0
HK,HKG,IN,BDM,202601,,OBT,0.0
HK,HKG,IN,DRI,202601,,OBT,0.0
HK,HKG,IN,KTP,202601,,OBT,0.0
HK,HKG,IN,LDH,202601,,OBT,0.0
HK,HKG,IN,MAA,202601,,OBT,0.0
HK,HKG,IN,MUN,202601,240,OBT,240.0
HK,HKG,IN,NSA,202601,62,OBT,62.0
HK,HKG,IN,TKD,202601,,OBT,0.0
HK,HKG,KH,PNH,202601,,OBT,0.0
HK,HKG,MX,ZLO,202601,15,OBT,15.0
HK,HKG,MY,PEN,202601,63,OBT,63.0
HK,HKG,MY,PGU,202601,27,OBT,27.0
HK,HKG,MY,PKG,202601,279,OBT,279.0
HK,HKG,MY,PKW,202601,88,OBT,88.0
HK,HKG,OM,SOH,202601,,OBT,0.0
HK,HKG,PH,MIP,202601,125,OBT,125.0
HK,HKG,PK,KHI,202601,96,OBT,96.0
HK,HKG,SG,SIN,202601,42,OBT,42.0
HK,HKG,TH,BKK,202601,434,OBT,434.0
HK,HKG,TH,LCH,202601,800,OBT,800.0
HK,HKG,TH,LKB,202601,,OBT,0.0
HK,HKG,TW,KEL,202601,27,OBT,27.0
HK,HKG,TW,KHH,202601,79,OBT,79.0
HK,HKG,TW,TXG,202601,30,OBT,30.0
HK,HKG,TW,TYN,202601,22,OBT,22.0
HK,HKG,VN,HPH,202601,20,OBT,20.0
HK,HKG,VN,SGN,202601,524,OBT,524.0
ID,BLW,CN,SHA,202601,16,OBT,16.0
ID,BLW,CN,SHK,202601,,OBT,0.0
ID,BTM,CN,SHA,202601,,OBT,0.0
ID,BTM,CN,SHK,202601,,OBT,0.0
ID,BTM,HK,HKG,202601,,OBT,0.0
ID,CDP,CN,NBO,202601,,OBT,0.0
ID,CDP,CN,SHA,202601,0,OBT,0.0
ID,CDP,SG,SIN,202601,,OBT,0.0
ID,CDP,TH,LCH,202601,30,OBT,30.0
ID,CDP,TH,LKB,202601,15,OBT,15.0
ID,CDP,VN,SGN,202601,46,OBT,46.0
ID,JKT,AE,JEA,202601,,OBT,0.0
ID,JKT,CN,CKG,202601,,OBT,0.0
ID,JKT,CN,CKQ,202601,,OBT,0.0
ID,JKT,CN,DLC,202601,135,OBT,135.0
ID,JKT,CN,GGL,202601,,OBT,0.0
ID,JKT,CN,HUA,202601,,OBT,0.0
ID,JKT,CN,LYG,202601,36,OBT,36.0
ID,JKT,CN,NBO,202601,807,OBT,807.0
ID,JKT,CN,NKG,202601,55,OBT,55.0
ID,JKT,CN,NNS,202601,120,OBT,120.0
ID,JKT,CN,NTG,202601,,OBT,0.0
ID,JKT,CN,SHA,202601,"1,043",OBT,1043.0
ID,JKT,CN,SHK,202601,230,OBT,230.0
ID,JKT,CN,TAO,202601,785,OBT,785.0
ID,JKT,CN,WUH,202601,,OBT,0.0
ID,JKT,CN,XGG,202601,487,OBT,487.0
ID,JKT,CN,XMN,202601,,OBT,0.0
